Run 14989
Subrun 399
Event 3990012
Cluster 0
21.8968 8.25 17.15
21.8968 8.25 21.65
21.7233 10.95 70.25
21.7233 8.55 74.75
21.7233 8.55 83.75
21.7233 8.55 56.75
21.7233 8.55 52.25
21.7233 8.55 38.75
21.7233 6.15 34.25
21.7233 6.15 25.25
21.7233 6.15 29.75
28.2791 11.25 70.25
28.2791 11.25 56.75
28.0091 11.55 70.25
31.287 12.15 34.25
31.287 12.15 43.25
31.287 12.15 47.75
19.7373 10.05 79.25
21.4148 12.75 70.25
21.4148 10.35 74.75
21.4148 10.35 79.25
21.4148 10.35 83.75
21.4148 10.35 56.75
21.4148 10.35 52.25
21.8775 13.05 70.25
21.8775 10.65 74.75
21.8775 10.65 38.75
21.8775 8.25 34.25
21.8775 8.25 25.25
21.8775 8.25 29.75
21.8775 8.25 16.25
21.8775 8.25 20.75
16.3051 17.85 38.75
16.3051 17.85 34.25
16.3051 15.45 34.25
16.3051 3.45 47.75
16.3051 5.85 47.75
30.4386 13.05 25.25
30.4386 13.05 20.75
30.4386 13.05 16.25
21.7426 10.95 69.95
21.7426 8.55 74.45
21.7426 8.55 83.45
21.7426 8.55 56.45
21.7426 8.55 51.95
21.7426 8.55 38.45
21.7426 6.15 33.95
21.7426 6.15 24.95
21.7426 6.15 29.45
21.7426 6.15 15.95
28.2791 11.25 69.95
28.2791 11.25 56.45
28.7418 11.55 56.45
12.603 14.25 29.45
12.603 11.85 83.45
12.603 14.25 51.95
12.603 14.25 47.45
12.603 11.85 78.95
12.603 14.25 42.95
12.603 14.25 33.95
30.8821 12.45 15.95
30.8821 12.45 33.95
30.8821 12.45 42.95
21.4148 12.75 69.95
21.4148 10.35 74.45
21.4148 10.35 78.95
21.4148 10.35 83.45
21.4148 10.35 56.45
21.4148 10.35 51.95
21.8968 13.05 69.95
21.8968 10.65 74.45
21.8968 10.65 38.45
21.8968 8.25 33.95
21.8968 8.25 24.95
21.8968 8.25 29.45
21.8968 8.25 15.95
21.8968 8.25 20.45
21.9161 13.05 69.35
21.9161 10.65 73.85
21.9161 10.65 37.85
21.9161 8.25 33.35
21.9161 8.25 24.35
21.9161 8.25 28.85
21.9161 8.25 15.35
21.9161 8.25 19.85
21.4148 12.75 69.35
21.4148 10.35 73.85
21.4148 10.35 78.35
21.4148 10.35 82.85
21.4148 10.35 55.85
21.4148 10.35 51.35
15.5917 7.65 42.35
15.5917 17.25 37.85
15.5917 17.25 33.35
20.0651 10.05 78.35
20.0651 12.45 69.35
31.9426 12.15 33.35
31.9426 12.15 28.85
31.9426 12.15 24.35
28.4719 11.55 55.85
21.8968 13.05 69.65
21.8968 10.65 74.15
21.8968 10.65 38.15
21.8968 8.25 33.65
21.8968 8.25 24.65
21.8968 8.25 29.15
21.8968 8.25 15.65
21.8968 8.25 20.15
21.4148 12.75 69.65
21.4148 10.35 74.15
21.4148 10.35 78.65
21.4148 10.35 83.15
21.4148 10.35 56.15
21.4148 10.35 51.65
30.7278 12.15 20.15
30.7278 12.15 15.65
30.7278 12.15 33.65
28.6068 11.55 56.15
28.2983 11.25 69.65
28.2983 11.25 56.15
Cluster 1
21.8968 -1.35 50.75
21.3955 0.75 19.25
21.3955 -1.65 77.75
21.3955 -1.65 68.75
21.3955 -1.65 59.75
21.3955 -1.65 73.25
21.3955 -1.65 64.25
21.3955 -1.65 82.25
21.3955 -1.65 55.25
21.3955 -1.65 37.25
21.3955 -1.65 41.75
21.3955 -1.65 28.25
21.3955 -1.65 32.75
21.3955 -1.65 23.75
21.3955 -1.65 50.75
21.3955 -1.65 19.25
21.3955 -1.65 14.75
21.3955 -1.65 46.25
22.0704 -1.65 50.75
20.1036 -0.75 46.25
20.1036 -0.75 37.25
20.1036 -0.75 41.75
20.1036 -0.75 32.75
20.1036 -0.75 28.25
20.1036 -0.75 19.25
21.7233 -3.45 82.25
21.7233 -3.45 37.25
21.7233 -3.45 41.75
21.7233 -3.45 32.75
21.7233 -3.45 50.75
21.7233 -3.45 19.25
21.7233 -3.45 14.75
21.7233 -3.45 46.25
21.8968 -1.35 51.05
21.3955 0.75 19.55
21.3955 -1.65 78.05
21.3955 -1.65 69.05
21.3955 -1.65 60.05
21.3955 -1.65 73.55
21.3955 -1.65 64.55
21.3955 -1.65 82.55
21.3955 -1.65 55.55
21.3955 -1.65 37.55
21.3955 -1.65 42.05
21.3955 -1.65 28.55
21.3955 -1.65 33.05
21.3955 -1.65 24.05
21.3955 -1.65 51.05
21.3955 -1.65 19.55
21.3955 -1.65 15.05
21.3955 -1.65 46.55
21.9354 -1.35 50.15
21.4148 0.75 18.65
21.4148 -1.65 77.15
21.4148 -1.65 59.15
21.4148 -1.65 72.65
21.4148 -1.65 63.65
21.4148 -1.65 81.65
21.4148 -1.65 54.65
21.4148 -1.65 36.65
21.4148 -1.65 41.15
21.4148 -1.65 27.65
21.4148 -1.65 32.15
21.4148 -1.65 23.15
21.4148 -1.65 50.15
21.4148 -1.65 18.65
21.4148 -1.65 14.15
21.4148 -1.65 45.65
21.1063 -0.45 18.65
21.1063 -2.85 77.15
21.1063 -2.85 68.15
21.1063 -2.85 59.15
21.1063 -2.85 72.65
21.1063 -2.85 63.65
21.1063 -2.85 81.65
21.1063 -2.85 54.65
21.1063 -2.85 36.65
21.1063 -2.85 41.15
21.1063 -2.85 27.65
21.1063 -2.85 32.15
21.1063 -2.85 23.15
21.8775 -1.35 50.45
21.8775 -1.35 14.45
21.8775 -1.35 45.95
21.3955 0.75 18.95
21.3955 -1.65 77.45
21.3955 -1.65 68.45
21.3955 -1.65 59.45
21.3955 -1.65 72.95
21.3955 -1.65 63.95
21.3955 -1.65 81.95
21.3955 -1.65 54.95
21.3955 -1.65 36.95
21.3955 -1.65 41.45
21.3955 -1.65 27.95
21.3955 -1.65 32.45
21.3955 -1.65 23.45
21.3955 -1.65 50.45
21.3955 -1.65 18.95
21.3955 -1.65 14.45
21.3955 -1.65 45.95
22.1089 -1.65 50.45
20.8556 -0.45 18.95
20.8556 -0.45 23.45
20.8556 -2.85 77.45
20.8556 -2.85 68.45
20.8556 -2.85 59.45
20.8556 -2.85 72.95
20.8556 -2.85 63.95
21.6847 -3.45 76.55
21.6847 -3.45 85.55
21.6847 -3.45 40.55
21.6847 -3.45 45.05
21.6847 -3.45 36.05
21.6847 -3.45 27.05
21.6847 -3.45 54.05
21.6847 -3.45 22.55
21.6847 -3.45 18.05
21.6847 -3.45 49.55
21.1448 -0.45 22.55
21.1448 -2.85 81.05
21.1448 -2.85 72.05
21.1448 -2.85 63.05
21.1448 -2.85 76.55
21.1448 -2.85 67.55
21.1448 -2.85 85.55
21.1448 -2.85 58.55
21.1448 -2.85 40.55
21.1448 -2.85 45.05
21.1448 -2.85 31.55
21.1448 -2.85 36.05
21.1448 -2.85 27.05
21.1448 -2.85 54.05
21.1448 -2.85 22.55
19.7373 0.45 49.55
19.7373 0.45 58.55
19.7373 0.45 40.55
19.7373 0.45 45.05
21.3955 0.75 22.55
21.3955 -1.65 81.05
21.3955 -1.65 72.05
21.3955 -1.65 63.05
21.3955 -1.65 76.55
21.3955 -1.65 67.55
21.3955 -1.65 85.55
21.3955 -1.65 58.55
21.3955 -1.65 40.55
21.3955 -1.65 45.05
21.3955 -1.65 31.55
21.3955 -1.65 36.05
21.3955 -1.65 27.05
21.3955 -1.65 54.05
21.3955 -1.65 22.55
21.3955 -1.65 18.05
21.3955 -1.65 49.55
22.0511 -1.65 54.05
21.9161 -1.35 54.05
21.7233 -3.45 85.25
21.7233 -3.45 40.25
21.7233 -3.45 44.75
21.7233 -3.45 35.75
21.7233 -3.45 53.75
21.7233 -3.45 22.25
21.7233 -3.45 17.75
21.7233 -3.45 49.25
21.1448 -0.45 22.25
21.1448 -2.85 80.75
21.1448 -2.85 71.75
21.1448 -2.85 62.75
21.1448 -2.85 76.25
21.1448 -2.85 67.25
21.1448 -2.85 85.25
21.1448 -2.85 58.25
21.1448 -2.85 40.25
21.1448 -2.85 44.75
21.1448 -2.85 31.25
21.1448 -2.85 35.75
21.1448 -2.85 26.75
21.1448 -2.85 53.75
21.1448 -2.85 22.25
19.7565 0.45 49.25
19.7565 0.45 58.25
19.7565 0.45 40.25
19.7565 0.45 44.75
21.3955 0.75 22.25
21.3955 -1.65 80.75
21.3955 -1.65 71.75
21.3955 -1.65 62.75
21.3955 -1.65 76.25
21.3955 -1.65 67.25
21.3955 -1.65 85.25
21.3955 -1.65 58.25
21.3955 -1.65 40.25
21.3955 -1.65 44.75
21.3955 -1.65 31.25
21.3955 -1.65 35.75
21.3955 -1.65 26.75
21.3955 -1.65 53.75
21.3955 -1.65 22.25
21.3955 -1.65 17.75
21.3955 -1.65 49.25
21.8775 -1.35 53.75
21.8775 -1.35 17.75
21.8775 -1.35 49.25
17.6934 0.15 48.35
20.5471 0.45 34.85
20.5471 0.45 30.35
20.5471 0.45 21.35
20.5471 0.45 25.85
21.4341 0.75 21.35
21.4341 -1.65 79.85
21.4341 -1.65 61.85
21.4341 -1.65 75.35
21.4341 -1.65 66.35
21.4341 -1.65 84.35
21.4341 -1.65 57.35
21.4341 -1.65 39.35
21.4341 -1.65 43.85
21.4341 -1.65 30.35
21.4341 -1.65 34.85
21.4341 -1.65 25.85
21.4341 -1.65 52.85
21.4341 -1.65 21.35
21.4341 -1.65 16.85
21.4341 -1.65 48.35
21.7426 -3.45 84.05
21.7426 -3.45 39.05
21.7426 -3.45 43.55
21.7426 -3.45 34.55
21.7426 -3.45 52.55
21.7426 -3.45 21.05
21.7426 -3.45 16.55
21.7426 -3.45 48.05
21.222 -0.45 21.05
21.222 -2.85 79.55
21.222 -2.85 70.55
21.222 -2.85 61.55
21.222 -2.85 75.05
21.222 -2.85 66.05
21.222 -2.85 84.05
21.222 -2.85 57.05
21.222 -2.85 39.05
21.222 -2.85 43.55
21.222 -2.85 30.05
21.222 -2.85 34.55
21.222 -2.85 25.55
21.222 -2.85 52.55
21.222 -2.85 21.05
21.222 -2.85 16.55
21.222 -2.85 48.05
17.6548 0.15 48.05
20.6435 0.45 30.05
20.6435 0.45 21.05
20.6435 0.45 25.55
20.6435 -1.95 79.55
20.6435 -1.95 70.55
20.6435 -1.95 61.55
21.4148 0.75 21.05
21.4148 -1.65 79.55
21.4148 -1.65 61.55
21.4148 -1.65 75.05
21.4148 -1.65 66.05
21.4148 -1.65 84.05
21.4148 -1.65 57.05
21.4148 -1.65 39.05
21.4148 -1.65 43.55
21.4148 -1.65 30.05
21.4148 -1.65 34.55
21.4148 -1.65 25.55
21.4148 -1.65 52.55
21.4148 -1.65 21.05
21.4148 -1.65 16.55
21.4148 -1.65 48.05
21.8583 -1.35 84.05
21.8583 -1.35 52.55
21.8583 -1.35 16.55
21.8583 -1.35 48.05
19.1203 0.45 48.05
19.1203 0.45 84.05
19.1203 0.45 75.05
19.1203 0.45 70.55
19.1203 0.45 66.05
19.1203 0.45 57.05
19.1203 0.45 61.55
20.5278 0.45 34.55
20.5278 0.45 30.05
20.5278 0.45 21.05
20.5278 0.45 25.55
21.2605 -0.15 21.05
21.2605 -2.55 79.55
21.2605 -2.55 70.55
21.2605 -2.55 61.55
21.2605 -2.55 75.05
21.2605 -2.55 66.05
21.2605 -2.55 84.05
21.2605 -2.55 57.05
21.2605 -2.55 39.05
21.2605 -2.55 43.55
21.2605 -2.55 30.05
21.2605 -2.55 34.55
21.2605 -2.55 25.55
21.2605 -2.55 52.55
21.2605 -2.55 21.05
21.2605 -2.55 16.55
21.2605 -2.55 48.05
21.0484 -0.15 21.05
21.0484 -2.55 79.55
21.0484 -2.55 70.55
21.0484 -2.55 61.55
21.0484 -2.55 75.05
21.0484 -2.55 66.05
21.0484 -2.55 84.05
21.0484 -2.55 57.05
21.0484 -2.55 39.05
19.101 -1.05 48.05
19.101 -1.05 84.05
19.101 -1.05 75.05
19.101 -1.05 70.55
19.101 -1.05 66.05
19.101 -1.05 57.05
19.101 -1.05 61.55
18.9467 0.45 47.75
18.9467 0.45 83.75
18.9467 0.45 74.75
18.9467 0.45 70.25
18.9467 0.45 65.75
18.9467 0.45 56.75
19.448 0.45 47.75
19.448 0.45 65.75
19.448 0.45 56.75
19.448 0.45 61.25
21.1834 -0.15 20.75
21.1834 -2.55 79.25
21.1834 -2.55 70.25
21.1834 -2.55 61.25
21.1834 -2.55 74.75
21.1834 -2.55 65.75
21.1834 -2.55 83.75
21.1834 -2.55 56.75
21.1834 -2.55 38.75
21.1834 -2.55 43.25
21.1834 -2.55 29.75
21.1834 -2.55 34.25
21.1834 -2.55 25.25
21.1834 -2.55 52.25
21.1834 -2.55 20.75
21.4341 -0.75 20.75
21.4341 -3.15 79.25
21.4341 -3.15 61.25
21.4341 -3.15 74.75
21.4341 -3.15 65.75
21.4341 -3.15 83.75
21.4341 -3.15 56.75
21.4341 -3.15 38.75
21.4341 -3.15 43.25
21.4341 -3.15 29.75
21.4341 -3.15 34.25
21.4341 -3.15 25.25
21.4341 -3.15 52.25
21.4341 -3.15 20.75
21.4341 -3.15 16.25
21.4341 -3.15 47.75
19.0624 -1.05 47.75
19.0624 -1.05 83.75
19.0624 -1.05 74.75
19.0624 -1.05 70.25
19.0624 -1.05 65.75
19.0624 -1.05 56.75
21.0291 1.05 19.25
21.0291 -1.35 77.75
21.0291 -1.35 68.75
21.0291 -1.35 59.75
21.0291 -1.35 73.25
21.0291 -1.35 64.25
21.0291 -1.35 82.25
21.0291 -1.35 55.25
21.0291 -1.35 37.25
20.0265 1.05 46.25
20.0265 1.05 37.25
20.0265 1.05 41.75
20.0265 1.05 32.75
20.0265 1.05 28.25
18.9853 0.45 46.25
18.9853 0.45 82.25
18.9853 0.45 73.25
18.9853 0.45 68.75
18.9853 0.45 64.25
18.9853 0.45 55.25
20.7399 0.15 19.25
20.7399 0.15 23.75
20.7399 -2.25 77.75
20.7399 -2.25 68.75
20.7399 -2.25 59.75
20.7399 -2.25 73.25
20.7399 -2.25 64.25
20.7399 -0.15 19.25
20.7399 -0.15 23.75
20.7399 -2.55 77.75
20.7399 -2.55 68.75
20.7399 -2.55 59.75
20.7399 -2.55 73.25
20.7399 -2.55 64.25
19.1395 0.45 45.95
19.1395 0.45 81.95
19.1395 0.45 72.95
19.1395 0.45 68.45
19.1395 0.45 63.95
19.1395 0.45 54.95
19.1395 0.45 59.45
21.1641 0.15 18.95
21.1641 -2.25 77.45
21.1641 -2.25 68.45
21.1641 -2.25 59.45
21.1641 -2.25 72.95
21.1641 -2.25 63.95
21.1641 -2.25 81.95
21.1641 -2.25 54.95
21.1641 -2.25 36.95
21.1641 -2.25 41.45
21.1641 -2.25 27.95
21.1641 -2.25 32.45
21.1641 -2.25 23.45
21.1641 -2.25 50.45
21.1641 -2.25 18.95
20.7206 0.15 27.95
20.7206 0.15 18.95
20.7206 0.15 23.45
20.7206 -2.25 77.45
20.7206 -2.25 68.45
20.7206 -2.25 59.45
20.7206 -2.25 72.95
20.7206 -2.25 63.95
21.0677 -0.15 18.95
21.0677 -2.55 77.45
21.0677 -2.55 68.45
21.0677 -2.55 59.45
21.0677 -2.55 72.95
21.0677 -2.55 63.95
21.0677 -2.55 81.95
21.0677 -2.55 54.95
21.0677 -2.55 36.95
21.0677 -2.55 41.45
21.0677 -2.55 27.95
18.7153 -1.05 45.95
18.7153 -1.05 81.95
18.7153 -1.05 72.95
19.583 -1.05 45.95
19.583 -1.05 54.95
19.583 -1.05 59.45
19.583 -1.05 36.95
21.1063 -0.15 22.55
21.1063 -2.55 81.05
21.1063 -2.55 72.05
21.1063 -2.55 63.05
21.1063 -2.55 76.55
21.1063 -2.55 67.55
21.1063 -2.55 85.55
21.1063 -2.55 58.55
21.1063 -2.55 40.55
21.1063 -2.55 45.05
21.1063 -2.55 31.55
21.1063 -2.55 36.05
21.1063 -2.55 27.05
18.9853 0.45 49.55
18.9853 0.45 85.55
18.9853 0.45 76.55
18.9853 0.45 72.05
18.9853 0.45 67.55
18.9853 0.45 58.55
21.1448 -0.15 22.85
21.1448 -2.55 81.35
21.1448 -2.55 72.35
21.1448 -2.55 63.35
21.1448 -2.55 76.85
21.1448 -2.55 67.85
21.1448 -2.55 85.85
21.1448 -2.55 58.85
21.1448 -2.55 40.85
21.1448 -2.55 45.35
21.1448 -2.55 31.85
21.1448 -2.55 36.35
21.1448 -2.55 27.35
21.1448 -2.55 54.35
21.1448 -2.55 22.85
20.6821 0.15 31.85
20.6821 0.15 22.85
20.6821 0.15 27.35
20.6821 -2.25 81.35
20.6821 -2.25 72.35
20.6821 -2.25 63.35
20.6821 -2.25 76.85
18.966 0.45 49.85
18.966 0.45 85.85
18.966 0.45 76.85
18.966 0.45 72.35
18.966 0.45 67.85
18.966 0.45 58.85
21.0677 -0.15 21.95
21.0677 -2.55 80.45
21.0677 -2.55 71.45
21.0677 -2.55 62.45
21.0677 -2.55 75.95
21.0677 -2.55 66.95
21.0677 -2.55 84.95
21.0677 -2.55 57.95
21.0677 -2.55 39.95
21.0677 -2.55 44.45
21.0677 -2.55 30.95
18.966 0.45 48.95
18.966 0.45 84.95
18.966 0.45 75.95
18.966 0.45 71.45
18.966 0.45 66.95
18.966 0.45 57.95
21.1063 -0.15 22.25
21.1063 -2.55 80.75
21.1063 -2.55 71.75
21.1063 -2.55 62.75
21.1063 -2.55 76.25
21.1063 -2.55 67.25
21.1063 -2.55 85.25
21.1063 -2.55 58.25
21.1063 -2.55 40.25
21.1063 -2.55 44.75
21.1063 -2.55 31.25
21.1063 -2.55 35.75
21.1063 -2.55 26.75
21.6462 -2.55 76.25
21.6462 -2.55 85.25
21.6462 -2.55 40.25
21.6462 -2.55 44.75
21.6462 -2.55 31.25
21.6462 -2.55 35.75
21.6462 -2.55 26.75
21.6462 -2.55 53.75
21.6462 -2.55 22.25
21.6462 -2.55 17.75
21.6462 -2.55 49.25
19.0046 0.45 49.25
19.0046 0.45 85.25
19.0046 0.45 76.25
19.0046 0.45 71.75
19.0046 0.45 67.25
19.0046 0.45 58.25
19.2745 0.45 49.25
19.2745 0.45 76.25
19.2745 0.45 71.75
19.2745 0.45 67.25
19.2745 0.45 58.25
19.2745 0.45 62.75
19.5444 0.45 49.25
19.5444 0.45 67.25
19.5444 0.45 58.25
19.5444 0.45 62.75
19.5444 0.45 40.25
19.2167 -1.05 48.35
19.2167 -1.05 84.35
19.2167 -1.05 75.35
19.2167 -1.05 70.85
19.2167 -1.05 66.35
19.2167 -1.05 57.35
19.2167 -1.05 61.85
20.7978 -0.15 21.35
20.7978 -0.15 25.85
20.7978 -2.55 79.85
20.7978 -2.55 70.85
20.7978 -2.55 61.85
20.7978 -2.55 75.35
20.7978 -2.55 66.35
21.1063 -0.15 21.35
21.1063 -2.55 79.85
21.1063 -2.55 70.85
21.1063 -2.55 61.85
21.1063 -2.55 75.35
21.1063 -2.55 66.35
21.1063 -2.55 84.35
21.1063 -2.55 57.35
21.1063 -2.55 39.35
21.1063 -2.55 43.85
21.1063 -2.55 30.35
21.1063 -2.55 34.85
21.1063 -2.55 25.85
21.3376 -0.15 21.35
21.3376 -2.55 79.85
21.3376 -2.55 70.85
21.3376 -2.55 61.85
21.3376 -2.55 75.35
21.3376 -2.55 66.35
21.3376 -2.55 84.35
21.3376 -2.55 57.35
21.3376 -2.55 39.35
21.3376 -2.55 43.85
21.3376 -2.55 30.35
21.3376 -2.55 34.85
21.3376 -2.55 25.85
21.3376 -2.55 52.85
21.3376 -2.55 21.35
21.3376 -2.55 16.85
21.3376 -2.55 48.35
18.966 0.45 48.35
18.966 0.45 84.35
18.966 0.45 75.35
18.966 0.45 70.85
18.966 0.45 66.35
18.966 0.45 57.35
19.2167 0.45 48.35
19.2167 0.45 84.35
19.2167 0.45 75.35
19.2167 0.45 70.85
19.2167 0.45 66.35
19.2167 0.45 57.35
19.2167 0.45 61.85
21.4148 -0.75 21.65
21.4148 -3.15 80.15
21.4148 -3.15 62.15
21.4148 -3.15 75.65
21.4148 -3.15 66.65
21.4148 -3.15 84.65
21.4148 -3.15 57.65
21.4148 -3.15 39.65
21.4148 -3.15 44.15
21.4148 -3.15 30.65
21.4148 -3.15 35.15
21.4148 -3.15 26.15
21.4148 -3.15 53.15
21.4148 -3.15 21.65
21.4148 -3.15 17.15
21.4148 -3.15 48.65
21.087 -0.15 21.65
21.087 -2.55 80.15
21.087 -2.55 71.15
21.087 -2.55 62.15
21.087 -2.55 75.65
21.087 -2.55 66.65
21.087 -2.55 84.65
21.087 -2.55 57.65
21.087 -2.55 39.65
21.087 -2.55 44.15
21.087 -2.55 30.65
21.087 -2.55 35.15
21.087 -2.55 26.15
18.9853 0.45 48.65
18.9853 0.45 84.65
18.9853 0.45 75.65
18.9853 0.45 71.15
18.9853 0.45 66.65
18.9853 0.45 57.65
19.3323 0.45 48.65
19.3323 0.45 71.15
19.3323 0.45 66.65
19.3323 0.45 57.65
19.3323 0.45 62.15
18.3683 1.05 48.65
18.4261 0.75 47.45
21.2798 0.75 20.45
21.2798 -1.65 78.95
21.2798 -1.65 69.95
21.2798 -1.65 60.95
21.2798 -1.65 74.45
21.2798 -1.65 65.45
21.2798 -1.65 83.45
21.2798 -1.65 56.45
21.2798 -1.65 38.45
21.2798 -1.65 42.95
21.2798 -1.65 29.45
21.2798 -1.65 33.95
21.2798 -1.65 24.95
21.2798 -1.65 51.95
21.2798 -1.65 20.45
21.2798 -1.65 15.95
21.2798 -1.65 47.45
18.9467 0.45 47.45
18.9467 0.45 83.45
18.9467 0.45 74.45
18.9467 0.45 69.95
18.9467 0.45 65.45
18.9467 0.45 56.45
19.5059 0.45 47.45
19.5059 0.45 65.45
19.5059 0.45 56.45
19.5059 0.45 60.95
19.5059 0.45 38.45
21.1255 -0.15 20.45
21.1255 -2.55 78.95
21.1255 -2.55 69.95
21.1255 -2.55 60.95
21.1255 -2.55 74.45
21.1255 -2.55 65.45
21.1255 -2.55 83.45
21.1255 -2.55 56.45
21.1255 -2.55 38.45
21.1255 -2.55 42.95
21.1255 -2.55 29.45
21.1255 -2.55 33.95
21.1255 -2.55 24.95
21.1255 -2.55 51.95
21.7233 -3.45 83.45
21.7233 -3.45 38.45
21.7233 -3.45 42.95
21.7233 -3.45 33.95
21.7233 -3.45 51.95
21.7233 -3.45 20.45
21.7233 -3.45 15.95
21.7233 -3.45 47.45
19.0238 0.45 47.15
19.0238 0.45 83.15
19.0238 0.45 74.15
19.0238 0.45 69.65
19.0238 0.45 65.15
19.0238 0.45 56.15
21.1063 -0.15 20.15
21.1063 -2.55 78.65
21.1063 -2.55 69.65
21.1063 -2.55 60.65
21.1063 -2.55 74.15
21.1063 -2.55 65.15
21.1063 -2.55 83.15
21.1063 -2.55 56.15
21.1063 -2.55 38.15
21.1063 -2.55 42.65
21.1063 -2.55 29.15
21.1063 -2.55 33.65
21.1063 -2.55 24.65
21.4341 -0.75 20.15
21.4341 -3.15 78.65
21.4341 -3.15 60.65
21.4341 -3.15 74.15
21.4341 -3.15 65.15
21.4341 -3.15 83.15
21.4341 -3.15 56.15
21.4341 -3.15 38.15
21.4341 -3.15 42.65
21.4341 -3.15 29.15
21.4341 -3.15 33.65
21.4341 -3.15 24.65
21.4341 -3.15 51.65
21.4341 -3.15 20.15
21.4341 -3.15 15.65
21.4341 -3.15 47.15
19.2167 0.75 46.85
19.2167 0.75 82.85
19.2167 0.75 73.85
19.2167 0.75 69.35
19.2167 0.75 64.85
19.2167 0.75 55.85
19.2167 0.75 60.35
18.9467 0.45 46.85
18.9467 0.45 82.85
18.9467 0.45 73.85
18.9467 0.45 69.35
18.9467 0.45 64.85
18.9467 0.45 55.85
18.9853 0.45 46.55
18.9853 0.45 82.55
18.9853 0.45 73.55
18.9853 0.45 69.05
18.9853 0.45 64.55
18.9853 0.45 55.55
20.7206 -0.15 28.55
20.7206 -0.15 19.55
20.7206 -0.15 24.05
20.7206 -2.55 78.05
20.7206 -2.55 69.05
20.7206 -2.55 60.05
20.7206 -2.55 73.55
20.7206 -2.55 64.55
21.2991 -0.45 19.55
21.2991 -2.85 78.05
21.2991 -2.85 69.05
21.2991 -2.85 60.05
21.2991 -2.85 73.55
21.2991 -2.85 64.55
21.2991 -2.85 82.55
21.2991 -2.85 55.55
21.2991 -2.85 37.55
21.2991 -2.85 42.05
21.2991 -2.85 28.55
21.2991 -2.85 33.05
21.2991 -2.85 24.05
21.2991 -2.85 51.05
21.2991 -2.85 19.55
21.2991 -2.85 15.05
21.2991 -2.85 46.55
19.6794 -0.75 46.55
19.6794 -0.75 55.55
19.6794 -0.75 60.05
19.6794 -0.75 37.55
19.6794 -0.75 42.05
18.9853 0.45 45.65
18.9853 0.45 81.65
18.9853 0.45 72.65
18.9853 0.45 68.15
18.9853 0.45 63.65
18.9853 0.45 54.65
19.3516 0.45 45.65
19.3516 0.45 68.15
19.3516 0.45 63.65
19.3516 0.45 54.65
19.3516 0.45 59.15
21.1641 0.15 18.65
21.1641 -2.25 77.15
21.1641 -2.25 68.15
21.1641 -2.25 59.15
21.1641 -2.25 72.65
21.1641 -2.25 63.65
21.1641 -2.25 81.65
21.1641 -2.25 54.65
21.1641 -2.25 36.65
21.1641 -2.25 41.15
21.1641 -2.25 27.65
21.1641 -2.25 32.15
21.1641 -2.25 23.15
21.1641 -2.25 50.15
21.1641 -2.25 18.65
19.1203 -0.75 45.65
19.1203 -0.75 81.65
19.1203 -0.75 72.65
19.1203 -0.75 68.15
19.1203 -0.75 63.65
19.1203 -0.75 54.65
19.1203 -0.75 59.15
18.7732 -1.05 45.65
18.7732 -1.05 81.65
18.7732 -1.05 72.65
18.7732 -1.05 68.15
19.5252 -1.05 45.65
19.5252 -1.05 63.65
19.5252 -1.05 54.65
19.5252 -1.05 59.15
19.5252 -1.05 36.65
21.7233 -3.45 85.85
21.7233 -3.45 40.85
21.7233 -3.45 45.35
21.7233 -3.45 36.35
21.7233 -3.45 54.35
21.7233 -3.45 22.85
21.7233 -3.45 18.35
21.7233 -3.45 49.85
18.8889 -0.45 49.85
18.8889 -0.45 85.85
18.8889 -0.45 76.85
18.8889 -0.45 72.35
18.8889 -0.45 67.85
19.9686 0.45 49.85
19.9686 0.45 40.85
19.9686 0.45 45.35
19.9686 0.45 36.35
20.4893 0.45 36.35
20.4893 0.45 31.85
20.4893 0.45 22.85
20.4893 0.45 27.35
21.4148 0.75 22.85
21.4148 -1.65 81.35
21.4148 -1.65 63.35
21.4148 -1.65 76.85
21.4148 -1.65 67.85
21.4148 -1.65 85.85
21.4148 -1.65 58.85
21.4148 -1.65 40.85
21.4148 -1.65 45.35
21.4148 -1.65 31.85
21.4148 -1.65 36.35
21.4148 -1.65 27.35
21.4148 -1.65 54.35
21.4148 -1.65 22.85
21.4148 -1.65 18.35
21.4148 -1.65 49.85
21.8775 -1.35 54.35
21.8775 -1.35 18.35
21.8775 -1.35 49.85
21.7426 -3.45 84.95
21.7426 -3.45 39.95
21.7426 -3.45 44.45
21.7426 -3.45 35.45
21.7426 -3.45 53.45
21.7426 -3.45 21.95
21.7426 -3.45 17.45
21.7426 -3.45 48.95
17.8284 0.15 48.95
19.8722 0.45 48.95
19.8722 0.45 39.95
19.8722 0.45 44.45
20.2386 0.45 39.95
20.2386 0.45 44.45
20.2386 0.45 35.45
20.2386 0.45 30.95
20.2386 0.45 21.95
20.2386 0.45 26.45
21.4148 0.75 21.95
21.4148 -1.65 80.45
21.4148 -1.65 62.45
21.4148 -1.65 75.95
21.4148 -1.65 66.95
21.4148 -1.65 84.95
21.4148 -1.65 57.95
21.4148 -1.65 39.95
21.4148 -1.65 44.45
21.4148 -1.65 30.95
21.4148 -1.65 35.45
21.4148 -1.65 26.45
21.4148 -1.65 53.45
21.4148 -1.65 21.95
21.4148 -1.65 17.45
21.4148 -1.65 48.95
21.8775 -1.35 53.45
